Departure,Return,Bike,Departure station,Return station,Membership Type,Covered distance (m),Duration (sec.),Departure battery voltage (mV),Return battery voltage (mV),Departure temperature (C),Return temperature (C),Stopover duration,Number of stopovers
2/8/2019 7:00,2/8/2019 7:00,1182,0138 Richards & Helmcken,0030 Abbott & Cordova,365 Day Pass Standard SALE,1670,326,3524,3647,2,5,0,0
2/8/2019 7:00,2/8/2019 7:00,8,0087 Broughton & Burnaby,0037 Hornby & Nelson,365 Day Founding Plus,1294,1342,3813,3947,3,5,927,1
2/8/2019 7:00,2/8/2019 7:00,490,0004 Yaletown-Roundhouse Station,0053 Keefer & Abbott,365 Day Founding Standard,1545,367,3856,4006,2,4,0,0
2/8/2019 7:00,2/8/2019 8:00,960,0088 Harwood & Bute,0015 Granville & Georgia,365 Day Founding Standard,1764,3776,3692,3871,2,2,0,0
2/8/2019 7:00,2/8/2019 7:00,133,0050 Bute & Comox,0123 Georgia & Thurlow,365 Day Founding Plus,735,195,3705,3777,1,3,0,0
2/8/2019 7:00,2/8/2019 7:00,1924,0245 Woodland & 10th,0232 Britannia Parking Lot,365 Standard,1786,465,3871,4009,0,3,0,0
2/8/2019 7:00,2/8/2019 7:00,771,0002 Burrard Station,0089 Burrard & Drake,365 Plus,1221,487,3684,3940,3,4,0,0
2/8/2019 7:00,2/8/2019 7:00,649,0084 Sunset Beach West,0047 Chilco & Beach,365 Standard,1108,301,3758,3855,2,2,0,0
2/8/2019 7:00,2/8/2019 7:00,926,0005 Dunsmuir & Beatty,0150 Alexander & Main,365 Day Pass Plus SALE,0,260,3542,3623,2,1,0,0
2/8/2019 7:00,2/8/2019 7:00,758,0088 Harwood & Bute,0108 1st & Chestnut,365 Day Pass Standard SALE,1868,336,3790,3926,2,5,0,0
2/8/2019 7:00,2/8/2019 9:00,334,0024 Hornby & Pender,0039 Helmcken & Burrard,365 Standard,1145,5255,3861,3866,3,2,0,0
2/8/2019 7:00,2/8/2019 7:00,1099,0058 Homer & Smithe,0015 Granville & Georgia,365 Day Pass Standard SALE,649,276,3568,3653,2,4,0,0
2/8/2019 7:00,2/8/2019 7:00,1808,0025 Homer & Robson,0021 Cordova & Granville,Archived Monthly Standard,1006,280,3885,4011,2,3,0,0
2/8/2019 7:00,2/8/2019 7:00,179,0089 Burrard & Drake,0002 Burrard Station,365 Standard,1568,368,3645,3866,2,5,0,0
2/8/2019 7:00,2/8/2019 7:00,1643,0033 Robson & Denman,0058 Homer & Smithe,365 Day Pass Plus SALE,2097,518,3945,4121,2,3,0,0
2/8/2019 7:00,2/8/2019 8:00,560,0087 Broughton & Burnaby,0021 Cordova & Granville,365 Day Founding Plus,2466,1940,3781,3934,2,5,1206,1
2/8/2019 7:00,2/8/2019 7:00,658,0096 Nicola & Robson,0123 Georgia & Thurlow,365 Corporate Plus,873,282,3623,3731,2,4,0,0
2/8/2019 7:00,2/8/2019 7:00,61,0167 Cordova & Columbia,0004 Yaletown-Roundhouse Station,365 Day Founding Standard,2340,586,3945,4093,3,5,0,0
2/8/2019 7:00,2/8/2019 7:00,1240,0048 Comox & Broughton,0024 Hornby & Pender,365 Plus,1999,546,3802,3964,2,5,0,0
2/8/2019 7:00,2/8/2019 7:00,1377,0089 Burrard & Drake,0014 Canada Place,Archived Monthly Standard,1837,521,3645,3805,2,4,0,0
2/8/2019 7:00,2/8/2019 8:00,1320,0089 Burrard & Drake,0221 Glen & Union,365 Day Pass Standard SALE,4214,944,3494,3673,3,5,0,0
2/8/2019 7:00,2/8/2019 8:00,1786,0137 Beach & Seymour,0193 Science World,365 Day Pass Standard SALE,2883,741,3697,3855,2,3,36,1
2/8/2019 7:00,2/8/2019 8:00,377,0273 Victoria & 4th,0014 Canada Place,365 Day Pass Plus SALE,0,1114,3768,3829,1,0,0,0
2/8/2019 7:00,2/8/2019 8:00,1308,0174 1st & Ontario,0224 Pender & Commercial,365 Standard,3781,952,3756,3979,2,4,0,0
2/8/2019 7:00,2/8/2019 8:00,1607,0208 Arbutus Greenway & Broadway,0063 Robson & Granville,365 Day Pass Standard SALE,3834,1229,3945,4195,1,3,0,0
2/8/2019 7:00,2/8/2019 8:00,1088,0167 Cordova & Columbia,0078 Nelson & Mainland,365 Day Pass Standard SALE,2119,549,3843,3987,2,4,0,0
2/8/2019 7:00,2/8/2019 8:00,1006,0186 10th & Kingsway,0193 Science World,365 Day Founding Standard,1990,494,3769,3934,0,3,0,0
2/8/2019 7:00,2/9/2019 7:00,27,0001 10th & Cambie,0112 10th & Oak,365 Day Founding Plus,953,313,3929,4076,0,0,0,0
2/8/2019 7:00,2/8/2019 7:00,1957,0054 Expo & Carrall,0054 Expo & Carrall,365 Day Pass Plus SALE,0,71,3155,3239,1,1,0,0
2/8/2019 7:00,2/8/2019 8:00,569,0252 Woodland & Graveley,0001 10th & Cambie,365 Day Pass Standard SALE,4182,884,3681,3968,1,3,0,0
2/8/2019 7:00,2/8/2019 8:00,865,0109 7th & Arbutus,0081 7th & Heather,365 Day Pass Plus SALE,2481,686,3876,4034,2,4,0,0
2/8/2019 7:00,2/8/2019 8:00,335,0054 Expo & Carrall,0199 Georgia & Main,365 Day Pass Plus SALE,553,202,3913,3972,2,2,0,0
2/8/2019 8:00,2/8/2019 8:00,710,0032 Comox & Denman,0082 Richards & Davie,365 Standard,1919,540,3982,4111,1,5,0,0
2/8/2019 8:00,2/8/2019 8:00,1492,0176 10th & Ontario,0001 10th & Cambie,365 Day Founding Plus,743,155,3682,3763,1,3,0,0
2/8/2019 8:00,2/8/2019 8:00,1458,0115 Cypress & 16th,0129 Richards & Robson,365 Corporate Plus,4582,1118,3660,3879,1,4,0,0
2/8/2019 8:00,2/8/2019 8:00,1418,0088 Harwood & Bute,0099 Vancouver Art Gallery - North Plaza,365 Standard,1547,428,3958,4106,2,5,0,0
2/8/2019 8:00,2/8/2019 8:00,1355,0140 Burrard & 7th,0110 5th & Arbutus,365 Corporate Plus,759,163,3769,3943,2,3,0,0
2/8/2019 8:00,2/8/2019 8:00,1052,0187 Bute & Davie,0002 Burrard Station,365 Day Pass Standard SALE,0,536,3571,3636,1,1,0,0
2/8/2019 8:00,2/8/2019 8:00,1620,0199 Georgia & Main,0099 Vancouver Art Gallery - North Plaza,365 Day Pass Plus SALE,2117,755,3528,3698,2,4,0,0
2/8/2019 8:00,2/8/2019 8:00,64,0242 8th & Commercial,0197 1st & Main,365 Corporate Standard,3205,815,3866,4151,-3,0,0,0
2/8/2019 8:00,2/8/2019 8:00,873,0005 Dunsmuir & Beatty,0078 Nelson & Mainland,365 Day Founding Standard,937,311,3966,4084,2,3,0,0
2/8/2019 8:00,2/8/2019 8:00,574,0287 Carolina & Great Northern Way,0006 Olympic Village Station,365 Corporate Plus,2317,471,3866,4163,1,4,0,0
2/8/2019 8:00,2/8/2019 8:00,840,0133 Ontario & 16th,0001 10th & Cambie,365 Standard,1331,263,3839,3974,2,4,0,0
2/8/2019 8:00,2/8/2019 8:00,2107,0231 Napier & Commercial,0098 Carrall & Hastings,365 Standard,3502,804,3636,3692,1,4,0,0
2/8/2019 8:00,2/8/2019 8:00,169,0057 Marinaside & Cooperage,0004 Yaletown-Roundhouse Station,365 Standard,633,296,3694,3827,2,1,0,0
2/8/2019 8:00,2/8/2019 8:00,517,0258 13th & St George,0001 10th & Cambie,Vancity Community Pass,1964,524,3832,4006,0,2,0,0
2/8/2019 8:00,2/8/2019 14:00,1343,0174 1st & Ontario,0218 Carrall & Seawall,365 Standard,1051,21659,3692,3729,2,3,0,0
2/8/2019 8:00,2/8/2019 8:00,687,0092 Chilco & Barclay,0021 Cordova & Granville,365 Day Pass Standard SALE,2946,914,3797,4011,2,4,0,0
2/8/2019 8:00,2/8/2019 8:00,552,0078 Nelson & Mainland,0123 Georgia & Thurlow,365 Corporate Plus,1584,550,3615,3771,3,4,0,0
2/8/2019 8:00,2/8/2019 8:00,884,0150 Alexander & Main,0002 Burrard Station,365 Day Founding Standard,1917,551,3626,3802,2,4,0,0
2/8/2019 8:00,2/8/2019 8:00,92,0087 Broughton & Burnaby,0002 Burrard Station,365 Standard,1670,493,3482,3690,2,4,0,0
2/8/2019 8:00,2/8/2019 8:00,715,0011 Ontario & Seawall,0125 Hamilton & Robson,365 Day Founding Standard,2619,763,3745,3860,1,3,0,0
2/8/2019 8:00,2/8/2019 8:00,524,0133 Ontario & 16th,0001 10th & Cambie,365 Corporate Plus,1325,253,3779,3892,0,3,0,0
2/8/2019 8:00,2/8/2019 8:00,999,0187 Bute & Davie,0187 Bute & Davie,365 Day Founding Plus,0,47,3940,4030,2,2,0,0
2/8/2019 8:00,2/8/2019 8:00,603,0068 Cypress & Broadway,0079 Nelson & Richards,365 Corporate Plus,3536,928,3576,3852,1,4,0,0
2/8/2019 8:00,2/8/2019 8:00,999,0187 Bute & Davie,0036 Bute & Robson,365 Day Founding Plus,624,173,3826,4043,3,4,0,0
2/8/2019 8:00,2/8/2019 8:00,1520,0130 Heather & 16th,0130 Heather & 16th,365 Plus,0,22,3674,3789,1,0,0,0
2/8/2019 8:00,2/9/2019 8:00,1473,0070 10th & Granville,0112 10th & Oak,365 Corporate Plus,988,269,3826,3868,2,2,0,0
2/8/2019 8:00,2/8/2019 8:00,202,0193 Science World,0010 Stamp's Landing,365 Day Pass Plus SALE,1611,403,3550,3779,1,3,0,0
2/8/2019 8:00,2/8/2019 8:00,1224,0015 Granville & Georgia,0041 Cardero & Robson,Archived Monthly Standard,1517,409,3816,3977,2,5,0,0
2/8/2019 8:00,2/8/2019 8:00,2073,0088 Harwood & Bute,0165 Columbia & 4th,Vancity Community Pass,3322,799,3876,4082,2,4,0,0
2/8/2019 8:00,2/8/2019 8:00,1978,0112 10th & Oak,0068 Cypress & Broadway,365 Day Founding Standard,1758,485,3850,4038,2,3,0,0
2/8/2019 8:00,2/8/2019 8:00,1487,0167 Cordova & Columbia,0081 7th & Heather,365 Plus,3063,817,3940,4142,2,4,0,0
2/8/2019 8:00,2/8/2019 8:00,662,0109 7th & Arbutus,0010 Stamp's Landing,365 Day Pass Plus SALE,3163,657,3719,3897,1,4,0,0
2/8/2019 8:00,2/8/2019 8:00,1633,0273 Victoria & 4th,0250 Woodland & 4th,365 Corporate Plus,710,194,3795,3903,1,2,0,0
2/8/2019 8:00,2/8/2019 8:00,285,0176 10th & Ontario,0001 10th & Cambie,VIP,753,181,3763,3848,1,2,0,0
2/8/2019 8:00,2/8/2019 8:00,240,0173 1st & Columbia,0193 Science World,365 Day Founding Plus,841,224,3955,4106,3,5,0,0
2/8/2019 8:00,2/8/2019 8:00,2032,0236 Keith & 6th,0066 Anderson & 2nd,365 Day Pass Standard SALE,4872,916,3653,3897,0,2,0,0
2/8/2019 8:00,2/8/2019 8:00,1223,0073 Ontario & 5th,0066 Anderson & 2nd,365 Standard,2734,608,3710,3919,2,4,0,0
2/8/2019 8:00,2/8/2019 8:00,32,0143 South False Creek Seawall,0017 Marinaside & Davie,365 Corporate Plus,2699,802,3951,4192,2,4,0,0
2/8/2019 8:00,2/8/2019 8:00,1719,0126 Thurlow & Pendrell,0002 Burrard Station,365 Day Founding Plus,1251,329,3866,3997,3,4,0,0
2/8/2019 8:00,2/8/2019 8:00,301,0250 Woodland & 4th,0249 7th & Woodland,365 Corporate Plus,300,108,3739,3827,-1,0,0,0
2/8/2019 8:00,2/8/2019 8:00,1663,0187 Bute & Davie,0039 Helmcken & Burrard,Archived Monthly Plus,702,244,3839,3939,2,3,0,0
2/8/2019 8:00,2/8/2019 8:00,242,0006 Olympic Village Station,0078 Nelson & Mainland,365 Corporate Standard,3612,855,3890,4137,2,4,0,0
2/8/2019 8:00,2/8/2019 8:00,1267,0006 Olympic Village Station,0078 Nelson & Mainland,365 Corporate Plus,3604,850,3901,4174,2,4,0,0
2/8/2019 8:00,2/8/2019 8:00,2064,0249 7th & Woodland,0173 1st & Columbia,365 Corporate Plus,2920,702,3642,3852,1,3,0,0
2/8/2019 8:00,2/8/2019 8:00,116,0068 Cypress & Broadway,0112 10th & Oak,365 Standard,1727,665,3705,3885,1,2,0,0
2/8/2019 8:00,2/8/2019 8:00,241,0089 Burrard & Drake,0063 Robson & Granville,Archived Monthly Standard,1137,333,3834,3971,2,4,0,0
2/8/2019 8:00,2/8/2019 8:00,650,0093 Chilco & Robson,0012 Dunsmuir & Richards,90 Day,2911,869,3768,3953,2,3,0,0
2/8/2019 8:00,2/8/2019 8:00,784,0060 Bidwell & Burnaby,0006 Olympic Village Station,365 Day Founding Plus,5043,1309,3990,4204,3,6,0,0
2/8/2019 8:00,2/8/2019 8:00,1924,0232 Britannia Parking Lot,0066 Anderson & 2nd,365 Standard,6820,1533,3898,4166,1,4,0,0
2/8/2019 8:00,2/8/2019 8:00,593,0011 Ontario & Seawall,0053 Keefer & Abbott,365 Corporate Standard,1392,396,3602,3764,1,2,0,0
2/8/2019 8:00,2/8/2019 8:00,1429,0078 Nelson & Mainland,0193 Science World,365 Standard,1837,489,3590,3843,3,5,0,0
2/8/2019 8:00,2/8/2019 8:00,1850,0058 Homer & Smithe,0004 Yaletown-Roundhouse Station,365 Day Founding Standard,586,138,3943,4047,2,4,0,0
2/8/2019 8:00,2/8/2019 8:00,1440,0283 15th & Knight,0244 10th & Commercial,365 Standard,918,224,3787,3955,0,2,0,0
2/8/2019 8:00,2/8/2019 8:00,1184,0153 Arbutus Greenway & Fir,0008 8th & Ash,365 Corporate Plus,1986,486,3832,4027,1,1,0,0
2/8/2019 8:00,2/8/2019 10:00,577,0132 14th & Ontario,0001 10th & Cambie,365 Day Pass Standard SALE,1145,7467,3610,3745,1,2,0,0
2/8/2019 8:00,2/8/2019 8:00,1139,0126 Thurlow & Pendrell,0036 Bute & Robson,365 Corporate Plus,794,247,3927,4069,3,4,0,0
2/8/2019 8:00,2/8/2019 8:00,1133,0260 10th & Fraser,0001 10th & Cambie,365 Day Founding Plus,1897,383,3848,4035,0,3,0,0
2/8/2019 8:00,2/8/2019 8:00,321,0229 Keefer & Princess,0222 Adanac & McLean,Vancity Community Pass,1568,630,3627,3789,1,3,0,0
2/8/2019 8:00,2/8/2019 8:00,1489,0232 Britannia Parking Lot,0234 Station & National,365 Day Pass Standard SALE,2660,636,3795,3958,1,4,0,0
2/8/2019 8:00,2/8/2019 8:00,1445,0250 Woodland & 4th,0001 10th & Cambie,365 Corporate Plus,3979,1087,3713,3868,0,1,0,0
2/8/2019 8:00,2/8/2019 8:00,1634,0229 Keefer & Princess,0222 Adanac & McLean,Vancity Community Pass,1547,617,3797,3937,2,3,0,0
2/8/2019 8:00,2/8/2019 8:00,1388,0087 Broughton & Burnaby,0034 Cordova & Bute,365 Standard,1494,564,3835,3926,2,4,0,0
2/8/2019 8:00,2/8/2019 9:00,770,0166 Alder & 11th,0990 Balancer Bike Check In,VIP,6087,1357,3515,3974,1,3,0,0
2/8/2019 8:00,2/8/2019 9:00,2081,0083 Aquatic Centre,0034 Cordova & Bute,365 Day Founding Plus,4337,1364,3921,4267,1,2,0,0
2/8/2019 8:00,2/8/2019 8:00,838,0272 Pender & Victoria,0224 Pender & Commercial,365 Corporate Standard,308,101,3637,3726,1,2,0,0
2/8/2019 8:00,2/8/2019 8:00,569,0001 10th & Cambie,0053 Keefer & Abbott,365 Day Founding Standard,3303,702,3719,4055,0,3,0,0
2/8/2019 8:00,2/8/2019 8:00,871,0092 Chilco & Barclay,0014 Canada Place,365 Corporate Plus,2883,665,3715,3953,3,5,0,0
2/8/2019 8:00,2/8/2019 8:00,857,0126 Thurlow & Pendrell,0008 8th & Ash,365 Corporate Plus,3065,562,3843,4072,3,4,0,0
2/8/2019 8:00,2/8/2019 8:00,570,0052 Cambie & Water,0230 Alexander & Railway,365 Day Pass Standard SALE,1500,455,3674,3834,2,4,0,0
2/8/2019 8:00,2/8/2019 8:00,710,0082 Richards & Davie,0201 Shaw Tower,365 Standard,2117,533,4045,4138,2,4,0,0
2/8/2019 8:00,2/8/2019 8:00,1092,0089 Burrard & Drake,0139 Burrard & 4th,365 Day Pass Standard SALE,1878,444,3673,3850,2,5,0,0
2/8/2019 8:00,2/8/2019 8:00,771,0089 Burrard & Drake,0004 Yaletown-Roundhouse Station,365 Day Founding Standard,935,316,3686,3913,2,4,0,0
2/8/2019 8:00,2/8/2019 8:00,293,0196 Drake & Hornby,0006 Olympic Village Station,365 Plus,2444,484,3916,4064,2,5,0,0
2/8/2019 8:00,2/8/2019 8:00,943,0143 South False Creek Seawall,0193 Science World,365 Corporate Standard,2491,436,3740,3984,1,4,0,0
2/8/2019 8:00,2/8/2019 8:00,846,0050 Bute & Comox,0078 Nelson & Mainland,365 Standard,1255,337,3810,4045,1,4,0,0
2/8/2019 8:00,2/8/2019 8:00,1965,0050 Bute & Comox,0024 Hornby & Pender,90 Day,1551,557,3871,4008,2,5,0,0
2/8/2019 8:00,2/8/2019 9:00,768,0030 Abbott & Cordova,0001 10th & Cambie,365 Day Founding Plus,3071,918,3814,4024,3,3,0,0
2/8/2019 8:00,2/8/2019 8:00,803,0060 Bidwell & Burnaby,0016 Pender & Burrard,365 Day Founding Standard,2235,678,3818,3987,2,3,0,0
2/8/2019 8:00,2/8/2019 9:00,1456,0211 14th & Alder,0058 Homer & Smithe,Archived Monthly Standard,3698,955,3518,3742,0,3,0,0
2/8/2019 8:00,2/8/2019 8:00,983,0196 Drake & Hornby,0016 Pender & Burrard,365 Standard,1588,493,3818,4008,2,4,0,0
2/8/2019 8:00,2/8/2019 8:00,649,0047 Chilco & Beach,0047 Chilco & Beach,365 Standard,0,87,3748,3871,2,0,0,0
2/8/2019 8:00,2/8/2019 8:00,1299,0139 Burrard & 4th,0139 Burrard & 4th,365 Plus,0,33,3776,3826,1,1,0,0
2/8/2019 8:00,2/8/2019 9:00,446,0148 Creekside Park North,0001 10th & Cambie,365 Corporate Plus,2317,571,3391,3684,1,3,0,0
2/8/2019 8:00,2/8/2019 9:00,1381,0084 Sunset Beach West,0053 Keefer & Abbott,365 Day Pass Standard SALE,3359,637,3895,4196,2,4,0,0
2/8/2019 8:00,2/8/2019 9:00,116,0112 10th & Oak,0026 Beatty & Robson,365 Day Founding Plus,7788,3194,3781,4019,1,3,1185,1
2/8/2019 8:00,2/8/2019 8:00,1763,0174 1st & Ontario,0167 Cordova & Columbia,365 Corporate Standard,0,405,3400,3482,2,1,0,0
2/8/2019 8:00,2/8/2019 9:00,1110,0139 Burrard & 4th,0037 Hornby & Nelson,365 Plus,2487,1049,3863,4000,2,3,0,0
2/8/2019 8:00,2/8/2019 8:00,1116,0006 Olympic Village Station,0171 5th & Yukon,365 Day Founding Standard,312,133,3922,3977,2,2,0,0
2/8/2019 8:00,2/8/2019 8:00,575,0159 Vine & 4th,0140 Burrard & 7th,365 Corporate Standard,1192,294,3974,4095,2,4,0,0
2/8/2019 8:00,2/8/2019 9:00,1862,0148 Creekside Park North,0016 Pender & Burrard,365 Standard,2527,801,3889,4101,1,2,0,0
2/8/2019 8:00,2/8/2019 9:00,1418,0099 Vancouver Art Gallery - North Plaza,0071 14th & Granville,365 Day Pass Plus SALE,4835,1201,4019,4200,3,5,0,0
2/8/2019 8:00,2/8/2019 9:00,1942,0233 Thornton & National,0017 Marinaside & Davie,365 Day Founding Standard,2213,759,3893,4095,2,3,0,0
2/8/2019 8:00,2/8/2019 9:00,1081,0140 Burrard & 7th,0165 Columbia & 4th,365 Day Pass Plus SALE,2987,782,3776,4003,2,5,0,0
2/8/2019 8:00,2/8/2019 9:00,1070,0065 Cypress & Cornwall,0099 Vancouver Art Gallery - North Plaza,365 Day Pass Standard SALE,2583,638,3840,4050,1,2,0,0
2/8/2019 8:00,2/8/2019 9:00,336,0253 Charles & Woodland,0064 Expo & Smithe,365 Corporate Plus,3781,989,3929,4140,1,4,0,0
2/8/2019 8:00,2/8/2019 9:00,602,0174 1st & Ontario,0021 Cordova & Granville,365 Standard,2766,698,3655,3960,2,5,0,0
2/8/2019 8:00,2/8/2019 9:00,263,0134 14th & Main,0017 Marinaside & Davie,Archived Monthly Standard,3277,897,3897,4132,0,2,0,0
2/8/2019 8:00,2/8/2019 9:00,156,0088 Harwood & Bute,0129 Richards & Robson,365 Day Founding Standard,1907,459,3387,3674,3,5,0,0
2/8/2019 8:00,2/8/2019 9:00,1486,0203 Pine & 14th,0153 Arbutus Greenway & Fir,365 Day Founding Plus,1047,325,3706,3914,1,3,0,0
2/8/2019 8:00,2/8/2019 9:00,12,0050 Bute & Comox,0096 Nicola & Robson,365 Plus,765,197,3697,3831,2,4,0,0
2/8/2019 8:00,2/8/2019 9:00,246,0053 Keefer & Abbott,0034 Cordova & Bute,Archived Monthly Plus,1823,432,3977,4166,1,2,0,0
2/8/2019 8:00,2/8/2019 9:00,1349,0050 Bute & Comox,0002 Burrard Station,Archived Monthly Standard,1037,277,3740,3879,2,4,0,0
2/8/2019 8:00,2/8/2019 9:00,1451,0088 Harwood & Bute,0004 Yaletown-Roundhouse Station,365 Day Pass Standard SALE,1425,358,3782,3889,2,4,0,0
2/8/2019 8:00,2/8/2019 9:00,632,0088 Harwood & Bute,0209 Stanley Park - Information Booth,365 Corporate Standard Renewal,2971,706,3706,3940,3,5,0,0
2/8/2019 9:00,2/8/2019 9:00,960,0015 Granville & Georgia,0012 Dunsmuir & Richards,365 Standard,463,188,3810,3863,3,4,0,0
2/8/2019 9:00,2/8/2019 9:00,1409,0272 Pender & Victoria,0174 1st & Ontario,90 Day,4169,1445,3645,3916,1,4,0,0
2/8/2019 9:00,2/8/2019 9:00,1724,0130 Heather & 16th,0008 8th & Ash,365 Plus,1012,195,3887,4030,1,4,0,0
2/8/2019 9:00,2/8/2019 9:00,1747,0187 Bute & Davie,0079 Nelson & Richards,365 Day Pass Standard SALE,1286,301,3763,3879,2,5,0,0
2/8/2019 9:00,2/8/2019 9:00,160,0265 St Catherines & 10th,0236 Keith & 6th,365 Day Founding Plus,0,214,3568,3642,1,0,0,0
2/8/2019 9:00,2/8/2019 9:00,937,0152 Arbutus Greenway & 14th,0140 Burrard & 7th,365 Standard,1247,322,3681,3803,1,3,0,0
2/8/2019 9:00,2/8/2019 9:00,1078,0196 Drake & Hornby,0201 Shaw Tower,365 Day Pass Plus SALE,1960,619,3790,3995,2,3,0,0
2/8/2019 9:00,2/8/2019 9:00,1485,0176 10th & Ontario,0001 10th & Cambie,365 Day Founding Plus,775,144,3698,3910,1,3,0,0
2/8/2019 9:00,2/8/2019 9:00,1439,0207 Alberni & Jervis,0016 Pender & Burrard,365 Plus,837,258,3748,3995,2,4,0,0
2/8/2019 9:00,2/8/2019 9:00,247,0032 Comox & Denman,0004 Yaletown-Roundhouse Station,365 Day Pass Standard SALE,2466,738,3855,4050,2,4,0,0
2/8/2019 9:00,2/8/2019 9:00,360,0050 Bute & Comox,0015 Granville & Georgia,365 Standard,1478,382,3692,3958,2,3,0,0
2/8/2019 9:00,2/8/2019 9:00,651,0173 1st & Columbia,0066 Anderson & 2nd,365 Day Pass Standard SALE,2934,1044,3747,4064,3,4,0,0
2/8/2019 9:00,2/8/2019 9:00,691,0048 Comox & Broughton,0138 Richards & Helmcken,365 Day Pass Plus SALE,1359,424,3726,3948,2,3,0,0
2/8/2019 9:00,2/8/2019 9:00,1195,0092 Chilco & Barclay,0004 Yaletown-Roundhouse Station,365 Day Founding Standard,4357,951,3898,4169,2,5,0,0
2/8/2019 9:00,2/8/2019 9:00,1956,0076 Cypress & 4th,0129 Richards & Robson,365 Standard,3256,826,3797,3998,2,4,0,0
2/8/2019 9:00,2/8/2019 9:00,292,0171 5th & Yukon,0058 Homer & Smithe,365 Day Pass Standard SALE,1756,497,3623,3740,2,4,0,0
2/8/2019 9:00,2/8/2019 9:00,963,0187 Bute & Davie,0123 Georgia & Thurlow,365 Day Founding Standard,1002,368,3800,3939,2,4,0,0
2/8/2019 9:00,2/8/2019 9:00,852,0066 Anderson & 2nd,0065 Cypress & Cornwall,Vancity Community Pass,1511,471,3689,3977,3,4,0,0
2/8/2019 9:00,2/8/2019 9:00,40,0066 Anderson & 2nd,0065 Cypress & Cornwall,Vancity Community Pass,1525,439,3758,4029,2,4,0,0
2/8/2019 9:00,2/8/2019 9:00,184,0187 Bute & Davie,0123 Georgia & Thurlow,365 Corporate Standard,990,284,3913,4030,2,3,0,0
2/8/2019 9:00,2/8/2019 9:00,1032,0283 15th & Knight,0173 1st & Columbia,365 Corporate Standard,3877,871,3610,3881,1,4,0,0
2/8/2019 9:00,2/8/2019 9:00,785,0008 8th & Ash,0064 Expo & Smithe,365 Plus,1672,429,3598,3861,1,2,0,0
2/8/2019 9:00,2/8/2019 9:00,1181,0137 Beach & Seymour,0008 8th & Ash,365 Corporate Plus,3783,1040,3735,3989,2,4,0,0
2/8/2019 9:00,2/8/2019 9:00,863,0036 Bute & Robson,0026 Beatty & Robson,365 Corporate Plus,1390,339,3834,4000,2,2,0,0
2/8/2019 9:00,2/8/2019 9:00,640,0089 Burrard & Drake,0150 Alexander & Main,Archived Monthly Plus,3332,878,3823,4098,2,4,0,0
2/8/2019 9:00,2/8/2019 9:00,21,0092 Chilco & Barclay,0171 5th & Yukon,365 Corporate Plus,4135,964,3706,3789,2,4,0,0
2/8/2019 9:00,2/8/2019 9:00,1868,0096 Nicola & Robson,0055 Keefer & Columbia,365 Day Pass Standard SALE,3120,869,3903,4111,2,5,0,0
2/8/2019 9:00,2/8/2019 9:00,1673,0283 15th & Knight,0244 10th & Commercial,365 Day Founding Standard,949,235,3789,3895,1,2,0,0
2/8/2019 9:00,2/8/2019 9:00,374,0137 Beach & Seymour,0044 Pacific & Richards,365 Standard,279,99,3890,3968,2,2,0,0
2/8/2019 9:00,2/8/2019 9:00,1436,0036 Bute & Robson,0004 Yaletown-Roundhouse Station,365 Corporate Standard,1858,541,3903,4045,2,2,0,0
2/8/2019 9:00,2/8/2019 9:00,1380,0218 Carrall & Seawall,0238 Thornton & 1st,365 Corporate Plus,1731,692,3919,4072,-1,2,0,0
2/8/2019 9:00,2/8/2019 9:00,2072,0044 Pacific & Richards,0026 Beatty & Robson,365 Standard,1398,441,3611,3790,3,3,0,0
2/8/2019 9:00,2/8/2019 9:00,1486,0153 Arbutus Greenway & Fir,0024 Hornby & Pender,365 Day Founding Standard,3745,898,3839,4042,2,4,0,0
2/8/2019 9:00,2/8/2019 9:00,554,0081 7th & Heather,0055 Keefer & Columbia,365 Standard,2668,765,3516,3802,1,2,0,0
2/8/2019 9:00,2/8/2019 9:00,2032,0089 Burrard & Drake,0002 Burrard Station,365 Corporate Standard,1592,739,3715,3805,2,0,0,0
2/8/2019 9:00,2/8/2019 9:00,1911,0096 Nicola & Robson,0026 Beatty & Robson,365 Day Founding Plus,1927,675,3747,3905,2,4,0,0
2/8/2019 9:00,2/8/2019 9:00,2027,0096 Nicola & Robson,0024 Hornby & Pender,365 Plus,1357,536,3871,4003,2,3,0,0
2/8/2019 9:00,2/8/2019 9:00,1901,0068 Cypress & Broadway,0076 Cypress & 4th,365 Standard,571,456,3834,3929,1,0,0,0
2/8/2019 9:00,2/8/2019 9:00,1536,0037 Hornby & Nelson,0021 Cordova & Granville,365 Corporate Standard,1210,377,3581,3663,2,3,0,0
2/8/2019 9:00,2/8/2019 9:00,872,0050 Bute & Comox,0030 Abbott & Cordova,365 Day Founding Plus,2493,581,3964,4106,2,5,0,0
2/8/2019 9:00,2/8/2019 9:00,1496,0174 1st & Ontario,0063 Robson & Granville,365 Standard,2781,789,3660,3882,2,4,0,0
2/8/2019 9:00,2/8/2019 9:00,1406,0089 Burrard & Drake,0099 Vancouver Art Gallery - North Plaza,365 Day Founding Standard,1096,302,3731,3855,3,5,0,0
